The shortest long movie I've ever seen. Kept me wanting more and more, minute by minute.	Oslo, Norway	 At first, before starting the movie, I thought &quot;Sounds like a typical prison riot and break-out kind of movie&quot;. At the beginning of the movie, my thoughts was even more convincing. A large prison (Which immediately reminded me of the movie &quot;The Last Castle&quot; from 2001), housing people of all sorts, having it's guards, warden and of course, the inmates. The typical inmate; Roughneck, hard on the outside, broken on the inside. And they all claim their innocence, as an internal joke sort of speak.<br><br>It gets to a point where I started comparing it with others. That proved wrong in quite a short while, from the point where a prisoner, framed for murder of his wife and her lover, is being convicted and sentenced to life in prison. His name was Andy Dufresne. In short terms, a straight-up bank employee, excellent with numbers and taxes, which he also uses to benefit within the walls of the prison. His reputation as a numerological genius spreads out, and soon all kinds of people, inmates and guards, are coming to him for financial advice. He builds up a library, he maintains a strict surface. He has his hobbies, to keep his mind busy (as said in the movie). He carves chess pieces out of stone, using an axe as the tool. Seemingly, this is a nice and lucrative hobby, but underneath it all, he has a secret...<br><br>The movie keeps the viewer thrilled and excited, because in every minute, something could happen. The dialog is good, Tim Robbins and Morgan Freeman, both great actors, shows and outstanding play. The crew really did good work on the set, the right camera angles, the light, sounds and so on...it was almost like I could smell the prison!<br><br>A brilliant movie. Not too short, not too long. It's worth every minute watching! My highest recommendation for those who like drama, action and humor. 
Best of all time!!!	India	This is the best movie I have ever seen. In a way I feel I am in a prison of life myself. Restricted to doing certain things. Sometimes I get frustrated and feel as I should runaway to some place where I could feel free. I hope and dream for it sometime. This movie just reminds me of my feelings so much. I love Andy Dufresne most in this movie. Although critics say Tim Robbins didn&#x27;t do enough to express the character but my personal opinion is that he was made for this role.<br><br>I can go on and say more but I said the most important thing which I feel whenever I watch it.<br><br>I am glad to visit IMDb. I never heard of it before. Some 7 years ago I saw it at no.2 in the rankings and decided to watch it immediately. Only other movie which even comes close to this is Citizen Kane. But that is about past and this one is about hope and freedom.<br><br>I give it 11/10. 
For the first time the Movie defeats the Book!	Bangladesh	As an omnivorous reader movies are always second to books to me. I believe....movie can never defeat the book because while reading book we use our own imagination....and movie narrows down the imagination.....it only allows us to see how the director has imagined the book.<br><br>But Believe me...this is not the case of The Shawshank Redemption...which I rate as the best movie I have ever seen.For the first time in history the book(the Stephen King Novella) has been defeated by its movie version.After watching the movie I was crazy about reading the book....I thought wow!the movie is so good...how will be the book!!To tell U frankly,the book is good, but the movie is best.There are some unforgettable scenes in the movie which were not in the book.Some examples are: The scene when Andy locks up the guard and play the opera on the microphone.The narration goes on like..&quot;I didn&#39;t understand a single word that Italian lady was singing...but I tell U..for that single second every soul in the Shawshank prison felt free...&quot;The scene just fill my heart with Andy&#39;s yearn for freedom...I was kinda shocked when I didn&#39;t find it in the original book version.<br><br>I can remember another scene.While Andy creates the prison library and starts listing books sent to prison from charity organizations...a fellow inmate tries to read a name on the book...Alexandre Dumas as &quot;Dumb-Ass&quot;. Andy says....&quot;its not Dumb-ass...its Dumas..and U may like the book..The Count of Monty Cristo...its about a jailbreak.And the category it falls is Fiction&quot; Then Red says..&quot;Why don&#39;t we put it on Educational category?&quot;(Right before Andy listed an engineering handbook as &quot;Educational&quot; category).As Count of Monticristo is one of my favorite books, I was hysteric watching this sophisticated joke.This was also not in the book.<br><br>This DVD is my favorite gift I give my friends. And after they watch it....they always thank me . Like many other IMDb friends commenting on this movie..I would also like to say..&quot;Shawshank Redemption is the best movie I have ever seen in my life&quot;.Thanx to all. 
Very enjoyable, but let's not go overboard, folks	Seattle, Washington	 THE SHAWSHANK REDEMPTION is very enjoyable, features excellent performances, and has won a fanatical following among a lot of people.  I just saw it.  I liked it.  But as for becoming fanatically enthusiastic about it, all I can say is, folks, let's not get carried away...<br><br>The story not only is incredibly *simple* (good man unjustly convicted for horrible crime maintains hope in horrible confinement), but is also incredibly *simplistic* (the Warden and his men are evil goons, the convicts are good).  Complexity is something completely exiled from this story.<br><br>The director, Frank Durabont, offers nothing new in his aesthetic choices -- SHAWSHANK is stock Hollywood filmmaking, especially of the Spielbergian variety ala THE COLOR PURPLE and AMISTAD.  The soundtrack is overpowering in its efforts to imbue the story with &quot;heartwrenching emotion.&quot;  The cinematography is fine in a sort-of standard-issue, &quot;seen it before&quot; way.<br><br>Which begs the question:  Is there anything truly *exceptional* about THE SHAWSHANK REDEMPTION?  Heck yeah -- Morgan Freeman proves, once again, that he is not only a wonderful actor but also one of the most endearing, powerful presences in cinema.  Tim Robbins is fine, along with all of the convicts.<br><br>But overall, I didn't mistake THE SHAWSHANK REDEMPTION for anything particularly new, remarkable, exciting -- in other words, as anything worthy of fanatical enthusiasm.  It's a fine Hollywood film that looks, smells, sounds and feels like your typical fine Hollywood film.  But nothing more. 
What More Can I Say?	United Kingdom	There are only a handful of films that have shaken me to my core and continued to resonate with me for very long after their first viewing. I can happily say that &#x22;The Shawshank Redemption&#x22; has stuck to me since I finished watching it for the first time, and instantly rocketed up my Top 10 Films list. <br><br>Most great films have one or two obvious flaws that can be easily picked out - not so in &#x22;Shawshank&#x22;, at least not to me. The hefty run time doesn&#x27;t put me off because the story and characters are just so well rounded and so easy to return to time and time again. <br><br>&#x22;Shawshank&#x22; is one of those films that I would love to experience for the first time all over again. The thrill of emotions and the highs and lows I felt that first time are incomparable to much else. <br><br>In my opinion, &#x22;Forrest Gump&#x22; was not as deserving of the Best Picture Oscar as this. The timeless feel of a story of friendship in a hopeless place will likely continue to capture generations of people for years to come. 
Brilliant &#x26; Excellent	United Kingdom	By far the best movie ever...<br><br>No Doubt this is the best ever movie you will ever see, It is easily the best movie of my life-time so far.<br><br>Morgan Free is a legend and Rest of the Crew did a marvellous job as well. Well written / narrated and directed movie of all times.<br><br>10 out 10.<br><br>It has been on number one ranking on IMDb and most of the other movie rating websites forever now.<br><br>The best past of the movie is narrated voice by Morgan Freeman.<br><br>The character Andy Dufrain is a very well composed and the Warden character has lot of punch into it.<br><br>Escape from prison was the best it can ever get.<br><br>Marvellous piece of Art. 
A Powerful Story of Courage, Perseverance and Friendship ...	France	I will never forget the first time I watched &#x22;The Shawshank Redemption&#x22;, with my father. Both of us were fans of prison and male-bonding movies, and choose the film only expecting to watch a solid drama. Needless to say that, when the last line was delivered and the TV screen painted the walls with a beautiful blue, the feeling that we had just watched something exceptional instantly cut through our hearts, and before the second viewing, we would regularly mention how great that film &#x22;with the poster&#x22; was.<br><br>Then I would never miss it whenever I found it on TV, and after each viewing, it unveiled one unsuspected element of its unique appeal. I guess if it doesn&#x27;t justify, at least it explains why this movie that didn&#x27;t do well in the theaters, had a better success on VHS, TV and DVD before it would ultimately dethrone &#x22;The Godfather&#x22; from the first place on IMDb Top 250. And it&#x27;s only justice if &#x22;The Shawshank Redemption&#x22;, the least spectacular of the four Best Picture nominees in the glorious 1994, made by a relatively unknown director, a movie with an appeasing and appealing patience, took its time to grow on people and did it pretty well, as if it applied its own philosophy, patiently but determinedly. <br><br>This is the strength of &#x22;The Shawshank Redemption&#x22;, its ability to tell a story that spans a long period of time without trying to get to the so-called essential, the simplest things take their full meanings, the smallest details have their share of importance. And think about it, in a prison where everyone wears the same outfits, where the days are regulated by the same routine, all you can do is to make a life out of this routine, make a place, to get closer to your own definition of &#x27;having a life&#x27;. And as we penetrate the impressive walls of Shawshank, from the first vertiginous panoramic shot, we&#x27;re literally submerged by the solemn austerity of the location, conveying a very hostile feel. These characteristics are perfectly incarnated by the figure of the Warden Samuel Norton, who&#x27;s like the male alter-ego of Nurse Ratched from &#x22;One Flew Over the Cuckoo&#x27;s Nest&#x22;. And the comparison with Forman&#x27;s film isn&#x27;t fortuitous as Shawshank intends to domesticate its occupants to the same limits of mechanical alienation, to the point that the only thing left to the inmates is to control their only valuable treasure: time, by getting busy, finding their own reason-to-be, like the veteran Brooks (James Whitmore) was the man with the books, Red, remarkably played by Morgan Freeman, was the man who could get you things.<br><br>In a very intelligent move from the script, the hero of the film, the laconic Andy Dufresne, an upper-class banker, played in all nuance by Tim Robbins, is condemned to a life sentence at Shawshank, for the murder of his wife and her lover. And nothing indicates if he is innocent or guilty and I wondered if any certitude would have conditioned my appreciation of the character. I think it was necessary for us to have a reasonable doubt about his innocence in order to let his character progressively grow on us until we believe by ourselves that he was indeed the victim of unfortunate circumstances, the same feeling that grew in the heart of Red before becoming his best friend. Morgan Freeman is the pillar of the film while Tim Robbins is its free spirit, both allow us in a remarkable complementarity to dream of abstract notions like hope and freedom while being practical and &#x27;busy&#x27; in the same time. And again, their friendship is a slow process that takes its time to progress and reaches a pivotal point when Andy was allowed to put his banker&#x27;s casket again and feels that prison didn&#x27;t deprive him from his &#x27;social quality&#x27;. Shawshank is not slow but more a patience-demanding film with a sense of decency in the way it trusts our intelligence. <br><br>And the film&#x27;s motto, on which relies its philosophical core is &#x22;Get busy living or get busy dying&#x22;. Now, two things occur to me while writing these lines, a heart-breaking sequence about the inmate Brooks who was freed after 50 years of detention, and who realized he was institutionalized. A notion explained by Red: when the infamous wall that scared you so much becomes your personal guiding light while outside, it&#x27;s all dark and your time is deconstructed. Brooks couldn&#x27;t live outside Shawshank so there was no other way he could live. The second thing is the sad passing of Steve Jobs today. And as I was reading his famous Stanford speech, I couldn&#x27;t help but make a connection with the beautiful message of Darabont&#x27;s film, an invitation to dream, to escape from any sort of walls or obstacles put in your life and heart with as many dreams as you can fulfill, a notion illustrated by the beautiful scene when Andy put some classical music on the microphone, so the prisoners could for once elevate themselves and having an ephemeral moment of pure freedom, this is the triumph of human spirit, this understanding of the value of life is &#x22;The Shawshank Redemption&#x22;<br><br>In the same vein than &#x22;One Flew Over the Cuckoo&#x27;s Nest&#x22;, &#x22;Shawshank&#x22; is a constant encouragement to fight the system and use time for the best, for whatever constitutes our dreams, being men again, able to enjoy, to feel, to give a meaning to our lives. In other words, hope, hope that things can get better despite the adversity. To quote Steve Jobs : &#x22;Courage is the discovery that you may not win, and trying when you know you can lose.&#x22; This is the true intelligence of life, what makes it worth living.<br><br>&#x22;The Shawshank Redemption&#x22; a powerful adaptation of Stephen King&#x27;s novel is one of the greatest American films: a powerful story of courage, perseverance, hope and ultimately, friendship and humanity. 
The Story of Friendship and Hope...	Turkey	Maybe I&#x27;m writing a review too late for this movie, but I think I must write something for this.<br><br>Shawshank Redemption is a truly A Class movie that teaches us many things like friendship and never gave up your hope. Unlike other users, I think this movie deserves to be in IMDb Top 250 list. Today, IMDb&#x27;s Top 250 List approved and considered by everyone. So, everybody must see that this movie is in top and must watch it to see why IMDb puts this movie on top and not Godfather.<br><br>I really like the role of Red by Morgan Freeman. He really acts like a experienced jail-mate. Andy Dufresne is okay too.<br><br>What I really like is that, I really love the end. Maybe this is the best ending ever. I really like how Red laughs to Andy about pickaxe and Andy dig 19 years ( WOW !) to made a hole in the wall, how he escape and become a person he made it up for Warden&#x27;s dirty job, how his dreams come true and lastly after 5 years in jail after Andy escaped, how Red not decided to suicide, decided to follow Andy.<br><br>Best Movie Ever...<br><br>10/10 
This movie is for every man	United States	There are few movies that capture and identify with the American male spirit. Shawshank is one of those movies. I don&#x27;t care what anyone&#x27;s take is on prison treatment or whether you are conservative or liberal, this movie is moving. There are three movies, in my opinion, that every man, or developing man, should watch: Shawshank Redemption, Dancing With Wolves, and Brave Heart. Unless you are a total pansy, these are the movies that will confirm your heterosexuality. Andy Dufrane is the person in us. Red is the person we want to be. Aside from the being in prison, the job they have is well apt to the people of this great nation. 
Extraordinary	United States	 An analysis of prison life--and of what hope can be in a prison--Frank Darabont's first film is one of the best ever.  Well-written and well-acted, the story of the development of friendship between Red and Andy is charming, endearing, poignant.  Nothing about this movie is overwrought or extraneous--it's simply extraordinary drama. 
A great film, but #2?	Oldham, Gtr Manchester, England.	A great film and one that I shall be adding to my collection at some point, but #2?<br><br>One user put it very well when they said that the film&#39;s essential message of &#39;the human spirit conquering all&#39; is very uplifting an&#39; everything but sounds too much like a fortune cookie homily.<br><br>There are several films that deliver the same message just as well if not better. Jim Sheridan&#39;s &quot;In the Name of the Father&quot; springs immediately to mind. That film has a similar theme to this one (wrongful imprisonment and the struggle to come to terms with it) but is a much better film IMO. What&#39;s even more heartening is that it&#39;s also true.<br><br>Like I said, I&#39;m not dissing the film. it IS great. From what I can remember all the performances are nicely judged (Freeman is excellent, but then what&#39;s new?), the direction is perfect because it&#39;s so unobtrusive to the story, and the film in general is uplifting. I just think it&#39;s nothing particularly new and it has been done better. Maybe my viewpoint is borne out by the fact that it only became a huge success on video release?<br><br>I gave it an 8. To me, this fact proves that I love the film, just not as much as everybody else seems to!<br><br>I think this adaptation is on a par with the short story, which was also excellent. I honestly can&#39;t agree with #2 on the top 250 list though. Is it just an American over-reaction to the movie or is every other nation as awestruck by it? Please feel free to e-mail me for discussion on this, or anything else for that matter.<br><br>#2 of 250? I don&#39;t think it would make it into my top 50 films.<br><br>Ah well, life&#39;s all about opinions... 
As succinct as I can be	London	 Occasionally you go into a cinema and all the films you wanted to see were full. As you've come this far and you're a bit of a film fan you go to see a film you've heard nothing about. I did this 6 years ago, with expectations low and a boredom threshold to match I sat and waited to be disappointed. 2 hours later I walked out of the cinema a different person, before I had not been moved by a film, I didn't care if : Indiana Jones made it, Sonny Corleone got wacked, Fred married Ginger, ET got home. Before, films were either plot driven or character driven, they were action or comedy, sad or happy, a few came along that combined a number of facets that I enjoyed, respected  or challenged how I viewed an issue or a person.<br><br>Shawshank was different, there were characters I believed, not just one or two but virtually all. Throughout the first hour I was gripped the full range of emotions were explored, the second hour building on the characters was even more powerful, some characters came and went but ultimately this was a story of 2 people: Red and Andy. I have never seen a film that so eloquently and beautifully illustrates friendship and hope.<br><br>This has become the benchmark by which I judge all movies. I am pleased that I am not alone in feeling this way. I am glad that it did not win oscars as I feel individual endorsement is stronger than any vested interest award ceremony, I relish telling everyone this is my favourite film. I have seen it many times and will see it many more.<br><br> 
hope is a good thing,, and good things never,,,,,	India	this is the first time i am really wand to write something about this<br><br>movie even though i have watched it a hundred times o so,,,, anyone who really wanna know how a movie should b should watch this one,,,<br><br>movies are medium which should make us think and this one surely does about life,,,<br><br>anyone wanna know the meaning of patience determination this one does the trick for u,,,, <br><br>watch it and be inspired,,,<br><br>thats all i can say,,,<br><br>it will change the way u think about things around u,,<br><br>never let it die in u,,, 
To be seen once every 6 months, for complete revitalisation of Mind and Soul	India	Like a beautifully crafted French wine, this movie keeps getting better and better with every passing year. Every time I have viewed it over the past decade (and it must be at least more than 20 times by now), I have found newer shades, subtler indications, and deeper meanings. And it has amazed me like very few have.<br><br>* No overacting * Humour in the drab hopeless environs of Shawshank * Method in the madness of running the scams from inside * The complete secrecy maintained for 20 years (not even Red knew!) * The best that a highly-educated intellectual could do inside such a prison * What a great actor the Warden turned out to be - totally despicable! * What a bunch of speakable quotes.. what a bunch! * Totally recommended for any young person - students especially * HOPE TRULY IS THE BEST OF THINGS - a message that shines through 
Absolutely brilliant	Paris, France	 The Shawshank Redemption is one of the few movies adapted from books that turned out to be good .. or in, this case, brilliant.<br><br>Although the movie supposedly takes place somewhen in the 1950's, I can easily imagine it being transferred to today's time and standards. The thing that is most fascinating about is is that the directors [and writers, of course] didn't use extreme clich&eacute;s - there's no black and white painting, just numerous shades of grey. Robbins and Freeman both are perfect for their roles, as are all of the supporting actors.<br><br>Finally, I can understand why a certain movies gets a high ranking. 
What a beautiful movie!	France	 All is perfect : the complexity of the characters, the suspense, the principals themes like friendship, loneliness, injustice, redemption, vengeance, freedom... The most complete movie that i've ever seen. Tim Robbins is great, sensitive, brilliant: in one scene, he can feel a thousand of feelings. Freeman is very correct and seems to be really &quot;Red&quot;. Gunton, Sadler and all the others seemed to have fun playing in this master of peace. Titanic is pure entertainment and received 11 oscars. This movie deserves 30 oscars because it shows what is really important in life. No action, more realistic, more useful than the other films. It was really a BIG BANG in my head the first time i saw it. When i see it again, I think and I realize the incredible power that the cinema's industry have. In a different way, only Star Wars, Saving Private Ryan and some others have the same impact. 
one of my absolute favorites!	Boston, MA	 This is definitely one of my favorite movies -- it makes me cry and laugh and ache inside all at once.  Tim Robbins, you make my days a little brighter -- thank you! 
The absolute GREATEST movie of all time.	Hamilton, Ontario	 My life is forever changed due to this movie.  It is a movie of hope, &quot;redemption&quot;, and friendship.  It shows a deep growing friendship between two prisoners, Andy and Red.  They each are shown growing through their distinct hardships at Shawshank prison.  As time passes, hope wanes but a flame burns bright in Andy.  His hope and unrelentless nature carry over to his friend Red.<br><br>As Red's long stay in prison comes to an end he sees the light at the end of the tunnel.  Andy has left it for him to see the way to freedom, and he follows it.<br><br>This film parallels my life and leaves me wondering if my advice will help somebody see the light.  For some of those people time will tell.  As for now I'll be patient to wait and see.  Don't end up like Brooks, there will always be someone to help you out.  There is someone out there that cares for you.  Thank you Andy Dufresne, your hope is the flame of my life.  
Very Cool!!!	Chihuahua, Chih.	 Since I bought (a lot of years ago) a videotape with two Stephen King's short films, one of them &quot;The Woman In The Room&quot;, directed by Frank Darabont, I had the strange sensation that this guy could very well become one of the good directors in the filming industry... and here we are, with another King's story he managed to do one of the best films in this decade (90's), of course, with the help of nonetheless but mr. Freeman and mr. Robbins, who could have spoiled it? 
This is a film that you live, not watch	Manchester, England	 To call The Shawshank Redemption a great film would be doing it no justice at all. This is a film that when I watched it the first time I couldn't believe how good it was.  I expected a film that would pass the time by, and I got a film that I could identify with.  If you are feeling sad, and you think the world's a rubbish place, this fills you with hope.  I love the opening scene where the camera pans around the prison, and then the music kicks in, it makes you feel awe-inspired.  <br><br>The acting was brilliant, you believed what everyone said (some films the words are delivered with such cheesiness and fake ness, that it makes you want to throw up). I have watched Spiderman, and even the lines in that make you feel that they mean nothing, they just sound good. <br><br>The film and book reciprocated the message 'Hope Springs Eternal', which means so much because we always live in hope that tomorrow it will be better, things might change for us, and hope never dies. <br><br>I think, when Tim Robbins speaks about music, how you can never take it away, because it's in your head.  If I have a rubbish day at work, then it's true that music just lifts you, which is re-emphasised with the scene where he plays the music full blast around the prison (this of example of piece of script, which means, so much). The movie uses music to it's full potential to give more impact to the words and the characters.  <br><br>This film cannot replicated, because the film is a piece of art, the Director wanted to make money, but he also wanted to make a piece of film that made you feel something, that had some effect on you after the movie was over. The movie has no bad points it's what a story should be about, it takes you somewhere that you nether been, and makes you feel you lived that experience, and you can learn from that experience.  The lines delivered, will always be remembered 'Get busy living, or get busy dying' (this is the dilemma we face in everyday live).  This will live in my memories forever, not like the sorry cash-ins of movies.  <br><br>This is a brief synopsis of how great the movie is, but words just seem so little to explain the brilliance of this film. 
